1.30103 -0.180864 0.0230063 0.092573
0.30103 0.813699 -0.799891 -2.69417
-0.69897 -0.00581782 -2.77837 -6.68137
-1.69897 -1.00176 -4.77815 -10.6834
-2.69897 -2.00148 -6.77815 -12.6034
-3.69897 -3.00145 -8.7779 -11.102
-4.69897 -4.00145 -10.4704 -10.3949
-5.69897 -5.00144 -10.6625 -10.6625
-6.69897 -6.00012 -8.94545 -8.20204
-7.69897 -6.86051 -7.57401 -7.57401
-8.69897 -7.57401 -7.57401 -6.14587
-9.69897 -6.23455 -5.30297 -4.90688
-10.699 -4.46922 -4.46922 -3.96624
-11.699 -3.5059 -3.5059 -3.36712
-12.699 -3.06148 -2.32861 -1.91699
-13.699 -3.06148 -3.06148 -3.06148
-14.699 -0.950489 -0.352654 -0.526628
-15.699 0.659001 0.659001 1.07825
-16.699 1.73722 1.73722 1.2908
-17.699 0 0 0
-18.699 0 0 0
-19.699 0 0 0
