1.30103 7.38486 3.04152 2.54198
0.30103 0.341341 -0.756463 -2.66832
-0.69897 -0.97056 -2.77793 -6.68111
-1.69897 -1.9971 -4.77815 -10.6808
-2.69897 -2.99971 -6.77815 -12.8297
-3.69897 -3.99997 -8.77814 -12.5019
-4.69897 -5 -10.6665 -10.6665
-5.69897 -5.99999 -10.2209 -10.3117
-6.69897 -7.0014 -10.6665 -8.9716
-7.69897 -7.85673 -8.61457 -8.61457
-8.69897 -8.61457 -8.61457 -6.97271
-9.69897 -6.24461 -6.60645 -6.07487
-10.699 -5.41603 -5.41603 -5.15153
-11.699 -5.36333 -4.11152 -4.50086
-12.699 -3.18765 -3.77546 -2.62967
-13.699 -2.32482 -2.46406 -1.73642
-14.699 -1.20822 -1.20822 -1.32789
-15.699 -0.198107 0 0
-16.699 0 0 0
-17.699 0 0 0
-18.699 0 0 0
-19.699 0 0 0
